Entry	Entry name	Status	Protein names	Organism	Length	Gene symbol	Alias Genes
O15111	IKKA_HUMAN	reviewed	Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16)	Homo sapiens (Human)	745	CHUK	IKKA;TCF16
Q96M32	KAD7_HUMAN	reviewed	Adenylate kinase 7 (AK 7) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 7)	Homo sapiens (Human)	723	AK7	NA
Q9H293	IL25_HUMAN	reviewed	Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E)	Homo sapiens (Human)	177	IL25	IL17E;UNQ3120/PRO10272
Q9UHA7	IL36A_HUMAN	reviewed	Interleukin-36 alpha (FIL1 epsilon) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 6) (IL-1F6)	Homo sapiens (Human)	158	IL36A	FIL1E;IL1E;IL1F6
Q3LI61	KR202_HUMAN	reviewed	Keratin-associated protein 20-2	Homo sapiens (Human)	65	KRTAP20-2	KAP20.2
P16403	H12_HUMAN	reviewed	Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1)	Homo sapiens (Human)	213	H1-2	H1F2;HIST1H1C
O60928	KCJ13_HUMAN	reviewed	Inward rectifier potassium channel 13 (Inward rectifier K(+) channel Kir7.1) (Potassium channel, inwardly rectifying subfamily J member 13)	Homo sapiens (Human)	360	KCNJ13	NA
P17096	HMGA1_HUMAN	reviewed	High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)	Homo sapiens (Human)	107	HMGA1	HMGIY
Q701N4	KRA52_HUMAN	reviewed	Keratin-associated protein 5-2 (Keratin-associated protein 5-8) (Keratin-associated protein 5.2) (Keratin-associated protein 5.8) (Ultrahigh sulfur keratin-associated protein 5.2)	Homo sapiens (Human)	177	KRTAP5-2	KAP5-8;KAP5.2;KRTAP5-8;KRTAP5.2;KRTAP5.8
P05204	HMGN2_HUMAN	reviewed	Non-histone chromosomal protein HMG-17 (High mobility group nucleosome-binding domain-containing protein 2)	Homo sapiens (Human)	90	HMGN2	HMG17
Q9BYQ5	KRA46_HUMAN	reviewed	Keratin-associated protein 4-6 (Keratin-associated protein 4-15) (Keratin-associated protein 4.15) (Keratin-associated protein 4.6) (Ultrahigh sulfur keratin-associated protein 4.15)	Homo sapiens (Human)	205	KRTAP4-6	KAP4.15;KRTAP4-15;KRTAP4.15;KRTAP4.6
P09237	MMP7_HUMAN	reviewed	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	Homo sapiens (Human)	267	MMP7	MPSL1;PUMP1
Q96S90	LYSM1_HUMAN	reviewed	LysM and putative peptidoglycan-binding domain-containing protein 1	Homo sapiens (Human)	227	LYSMD1	SB145
B7U540	KCJ18_HUMAN	reviewed	Inward rectifier potassium channel 18 (Inward rectifier K(+) channel Kir2.6) (Potassium channel, inwardly rectifying subfamily J member 18)	Homo sapiens (Human)	433	KCNJ18	NA
O60299	LZTS3_HUMAN	reviewed	Leucine zipper putative tumor suppressor 3 (ProSAP-interacting protein 1) (ProSAPiP1)	Homo sapiens (Human)	673	LZTS3	KIAA0552;PROSAPIP1
Q16558	KCMB1_HUMAN	reviewed	Calcium-activated potassium channel subunit beta-1 (BK channel subunit beta-1) (BKbeta) (BKbeta1) (Hbeta1) (Calcium-activated potassium channel, subfamily M subunit beta-1) (Calcium-activated potassium channel subunit beta) (Charybdotoxin receptor subunit beta-1) (K(VCA)beta-1) (Maxi K channel subunit beta-1) (Slo-beta-1) (Slo-beta)	Homo sapiens (Human)	191	KCNMB1	NA
Q53T59	H1BP3_HUMAN	reviewed	HCLS1-binding protein 3 (HS1-binding protein 3) (HSP1BP-3)	Homo sapiens (Human)	392	HS1BP3	NA
Q15418	KS6A1_HUMAN	reviewed	Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1)	Homo sapiens (Human)	735	RPS6KA1	MAPKAPK1A;RSK1
P0CJ74	HMN7_HUMAN	reviewed	Humanin-like 7 (HN7) (MT-RNR2-like protein 7)	Homo sapiens (Human)	24	MTRNR2L7	NA
P0CJ75	HMN8_HUMAN	reviewed	Humanin-like 8 (HN8) (MT-RNR2-like protein 8)	Homo sapiens (Human)	24	MTRNR2L8	NA
P23443	KS6B1_HUMAN	reviewed	Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (Serine/threonine-protein kinase 14A) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA)	Homo sapiens (Human)	525	RPS6KB1	STK14A
Q95460	HMR1_HUMAN	reviewed	Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein) (Class I histocompatibility antigen-like protein)	Homo sapiens (Human)	341	MR1	NA
A6NHT5	HMX3_HUMAN	reviewed	Homeobox protein HMX3 (Homeobox protein H6 family member 3) (Homeobox protein Nkx-5.1)	Homo sapiens (Human)	357	HMX3	NKX-5.1;NKX5-1
Q8TDN1	KCNG4_HUMAN	reviewed	Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4)	Homo sapiens (Human)	519	KCNG4	KCNG3
A6NIK2	LR10B_HUMAN	reviewed	Leucine-rich repeat-containing protein 10B	Homo sapiens (Human)	292	LRRC10B	NA
P16104	H2AX_HUMAN	reviewed	Histone H2AX (H2a/x) (Histone H2A.X)	Homo sapiens (Human)	143	H2AFX	H2AX
Q9P2M1	LR2BP_HUMAN	reviewed	LRP2-binding protein (Megalin-binding protein) (MegBP)	Homo sapiens (Human)	347	LRP2BP	KIAA1325
P0C5Z0	H2AB2_HUMAN	reviewed	Histone H2A-Bbd type 2/3 (H2A Barr body-deficient) (H2A.Bbd)	Homo sapiens (Human)	115	H2AB2	H2AFB2;;H2AB3;H2ABBD;H2AFB;H2AFB3
Q9BV99	LRC61_HUMAN	reviewed	Leucine-rich repeat-containing protein 61	Homo sapiens (Human)	259	LRRC61	NA
Q5J8X5	M4A13_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 13 (Testis-expressed transmembrane protein 4)	Homo sapiens (Human)	152	MS4A13	NA
Q9H063	MAF1_HUMAN	reviewed	Repressor of RNA polymerase III transcription MAF1 homolog	Homo sapiens (Human)	256	MAF1	NA
Q96QZ7	MAGI1_HUMAN	reviewed	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)	Homo sapiens (Human)	1491	MAGI1	AIP3;BAIAP1;BAP1;TNRC19
Q7Z4S6	KI21A_HUMAN	reviewed	Kinesin-like protein KIF21A (Kinesin-like protein KIF2) (Renal carcinoma antigen NY-REN-62)	Homo sapiens (Human)	1674	KIF21A	KIAA1708;KIF2
Q2KJY2	KI26B_HUMAN	reviewed	Kinesin-like protein KIF26B	Homo sapiens (Human)	2108	KIF26B	NA
P29536	LMOD1_HUMAN	reviewed	Leiomodin-1 (64 kDa autoantigen 1D) (64 kDa autoantigen 1D3) (64 kDa autoantigen D1) (Leiomodin, muscle form) (Smooth muscle leiomodin) (SM-Lmod) (Thyroid-associated ophthalmopathy autoantigen)	Homo sapiens (Human)	600	LMOD1	NA
Q16787	LAMA3_HUMAN	reviewed	Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha)	Homo sapiens (Human)	3333	LAMA3	LAMNA
O95239	KIF4A_HUMAN	reviewed	Chromosome-associated kinesin KIF4A (Chromokinesin-A)	Homo sapiens (Human)	1232	KIF4A	KIF4
Q6ZWJ8	KCP_HUMAN	reviewed	Kielin/chordin-like protein (Cysteine-rich BMP regulator 2) (Cysteine-rich motor neuron 2 protein) (CRIM-2) (Kielin/chordin-like protein 1) (KCP-1)	Homo sapiens (Human)	1568	KCP	CRIM2;KCP1
Q9NRX6	KISHB_HUMAN	reviewed	Protein kish-B (Transmembrane protein 167B)	Homo sapiens (Human)	74	TMEM167B	C1orf119;AD-020
Q5TGZ0	MIC10_HUMAN	reviewed	MICOS complex subunit MIC10 (Mitochondrial inner membrane organizing system protein 1)	Homo sapiens (Human)	78	MICOS10	C1orf151;MIC10;MINOS1
O00170	AIP_HUMAN	reviewed	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	Homo sapiens (Human)	330	AIP	XAP2
Q99626	CDX2_HUMAN	reviewed	Homeobox protein CDX-2 (CDX-3) (Caudal-type homeobox protein 2)	Homo sapiens (Human)	313	CDX2	CDX3
Q9Y3A0	COQ4_HUMAN	reviewed	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	Homo sapiens (Human)	265	COQ4	CGI-92
P31751	AKT2_HUMAN	reviewed	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)	Homo sapiens (Human)	481	AKT2	NA
Q9NVL8	CC198_HUMAN	reviewed	Uncharacterized protein CCDC198	Homo sapiens (Human)	296	CCDC198	C14orf105
Q96BQ5	CC127_HUMAN	reviewed	Coiled-coil domain-containing protein 127	Homo sapiens (Human)	260	CCDC127	NA
A0A1B0GVG4	CC194_HUMAN	reviewed	Coiled-coil domain-containing protein 194	Homo sapiens (Human)	234	CCDC194	NA
Q13686	ALKB1_HUMAN	reviewed	Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-)	Homo sapiens (Human)	389	ALKBH1	ABH;ABH1;ALKBH
Q96MT8	CEP63_HUMAN	reviewed	Centrosomal protein of 63 kDa (Cep63)	Homo sapiens (Human)	703	CEP63	NA
Q8NEF3	CC112_HUMAN	reviewed	Coiled-coil domain-containing protein 112 (Mutated in bladder cancer protein 1)	Homo sapiens (Human)	446	CCDC112	MBC1
Q9P0B6	CC167_HUMAN	reviewed	Coiled-coil domain-containing protein 167	Homo sapiens (Human)	97	CCDC167	C6orf129;HSPC265
Q96L96	ALPK3_HUMAN	reviewed	Alpha-protein kinase 3 (EC 2.7.11.1) (Muscle alpha-protein kinase)	Homo sapiens (Human)	1907	ALPK3	KIAA1330;MAK
Q5T9S5	CCD18_HUMAN	reviewed	Coiled-coil domain-containing protein 18 (Sarcoma antigen NY-SAR-24)	Homo sapiens (Human)	1454	CCDC18	NA
Q86V15	CASZ1_HUMAN	reviewed	Zinc finger protein castor homolog 1 (Castor-related protein) (Putative survival-related protein) (Zinc finger protein 693)	Homo sapiens (Human)	1759	CASZ1	CST;SRG;ZNF693
Q8NCT1	ARRD4_HUMAN	reviewed	Arrestin domain-containing protein 4	Homo sapiens (Human)	418	ARRDC4	NA
Q9Y4M8	CH071_HUMAN	reviewed	Putative uncharacterized protein encoded by LINC00588	Homo sapiens (Human)	146	LINC00588	C8orf71
Q96CB5	CH044_HUMAN	reviewed	Putative uncharacterized protein C8orf44	Homo sapiens (Human)	159	C8orf44	NA
Q9H6F5	CCD86_HUMAN	reviewed	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)	Homo sapiens (Human)	360	CCDC86	CYCLON
Q9H2F9	CCD68_HUMAN	reviewed	Coiled-coil domain-containing protein 68 (Cutaneous T-cell lymphoma-associated antigen se57-1) (CTCL-associated antigen se57-1)	Homo sapiens (Human)	335	CCDC68	NA
Q15699	ALX1_HUMAN	reviewed	ALX homeobox protein 1 (Cartilage homeoprotein 1) (CART-1)	Homo sapiens (Human)	326	ALX1	CART1
P15289	ARSA_HUMAN	reviewed	Arylsulfatase A (ASA) (EC 3.1.6.8) (Cerebroside-sulfatase) [Cleaved into: Arylsulfatase A component B; Arylsulfatase A component C]	Homo sapiens (Human)	507	ARSA	NA
Q8N998	CCD89_HUMAN	reviewed	Coiled-coil domain-containing protein 89 (Bc8 orange-interacting protein)	Homo sapiens (Human)	374	CCDC89	BOIP
Q6ZUT6	CCD9B_HUMAN	reviewed	Coiled-coil domain-containing protein 9B	Homo sapiens (Human)	534	CCDC9B	C15orf52
O15072	ATS3_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 3 (ADAM-TS 3) (ADAM-TS3) (ADAMTS-3) (EC 3.4.24.-) (Procollagen II N-proteinase) (PC II-NP) (Procollagen II amino propeptide-processing enzyme)	Homo sapiens (Human)	1205	ADAMTS3	KIAA0366
Q4AC94	C2CD3_HUMAN	reviewed	C2 domain-containing protein 3	Homo sapiens (Human)	2353	C2CD3	NA
Q6UB35	C1TM_HUMAN	reviewed	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	Homo sapiens (Human)	978	MTHFD1L	FTHFSDC1
Q92583	CCL17_HUMAN	reviewed	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	Homo sapiens (Human)	94	CCL17	SCYA17;TARC
Q8N4G2	ARL14_HUMAN	reviewed	ADP-ribosylation factor-like protein 14 (ADP-ribosylation factor 7)	Homo sapiens (Human)	192	ARL14	ARF7
P32246	CCR1_HUMAN	reviewed	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (HM145) (LD78 receptor) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	Homo sapiens (Human)	355	CCR1	CMKBR1;CMKR1;SCYAR1
A8MTJ3	GNAT3_HUMAN	reviewed	Guanine nucleotide-binding protein G(t) subunit alpha-3 (Gustducin alpha-3 chain)	Homo sapiens (Human)	354	GNAT3	NA
P36915	GNL1_HUMAN	reviewed	Guanine nucleotide-binding protein-like 1 (GTP-binding protein HSR1)	Homo sapiens (Human)	607	GNL1	HSR1
Q9C009	FOXQ1_HUMAN	reviewed	Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)	Homo sapiens (Human)	403	FOXQ1	HFH1
Q0PNE2	ELP6_HUMAN	reviewed	Elongator complex protein 6 (Angiotonin-transactivated protein 1) (Protein TMEM103)	Homo sapiens (Human)	266	ELP6	ATP1;C3orf75;TMEM103
Q8TE73	DYH5_HUMAN	reviewed	Dynein heavy chain 5, axonemal (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5)	Homo sapiens (Human)	4624	DNAH5	DNAHC5;HL1;KIAA1603
P24071	FCAR_HUMAN	reviewed	Immunoglobulin alpha Fc receptor (IgA Fc receptor) (CD antigen CD89)	Homo sapiens (Human)	287	FCAR	CD89
P02792	FRIL_HUMAN	reviewed	Ferritin light chain (Ferritin L subunit)	Homo sapiens (Human)	175	FTL	NA
Q6ZNW5	GDPP1_HUMAN	reviewed	GDP-D-glucose phosphorylase 1 (EC 2.7.7.78)	Homo sapiens (Human)	385	GDPGP1	C15orf58
A0AVK6	E2F8_HUMAN	reviewed	Transcription factor E2F8 (E2F-8)	Homo sapiens (Human)	867	E2F8	NA
A2A2Y4	FRMD3_HUMAN	reviewed	FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O)	Homo sapiens (Human)	597	FRMD3	EPB41L4O
A6NER3	GG12J_HUMAN	reviewed	G antigen 12J (GAGE-12J)	Homo sapiens (Human)	117	GAGE12J	NA
O94915	FRYL_HUMAN	reviewed	Protein furry homolog-like (ALL1-fused gene from chromosome 4p12 protein)	Homo sapiens (Human)	3013	FRYL	AF4P12;KIAA0826
Q8NA03	FSIP1_HUMAN	reviewed	Fibrous sheath-interacting protein 1	Homo sapiens (Human)	581	FSIP1	HSD10
Q7Z589	EMSY_HUMAN	reviewed	BRCA2-interacting transcriptional repressor EMSY	Homo sapiens (Human)	1322	EMSY	C11orf30;GL002
O71037	ENK19_HUMAN	reviewed	Endogenous retrovirus group K member 19 Env polyprotein (EnvK3 protein) (Envelope polyprotein) (HERV-K(C19) envelope protein) (HERV-K_19q11 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	Homo sapiens (Human)	699	ERVK-19	NA
P81274	GPSM2_HUMAN	reviewed	G-protein-signaling modulator 2 (Mosaic protein LGN)	Homo sapiens (Human)	684	GPSM2	LGN
Q8TBJ5	FEZF2_HUMAN	reviewed	Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Zinc finger protein 312) (Zinc finger protein Fez-like)	Homo sapiens (Human)	459	FEZF2	FEZL;ZNF312;FKSG36
O00461	GOLI4_HUMAN	reviewed	Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)	Homo sapiens (Human)	696	GOLIM4	GIMPC;GOLPH4;GPP130
Q9NPF5	DMAP1_HUMAN	reviewed	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	Homo sapiens (Human)	467	DMAP1	KIAA1425
Q30154	DRB5_HUMAN	reviewed	HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5)	Homo sapiens (Human)	266	HLA-DRB5	NA
Q99679	GPR21_HUMAN	reviewed	Probable G-protein coupled receptor 21	Homo sapiens (Human)	349	GPR21	NA
Q9NTQ9	CXB4_HUMAN	reviewed	Gap junction beta-4 protein (Connexin-30.3) (Cx30.3)	Homo sapiens (Human)	266	GJB4	NA
P49619	DGKG_HUMAN	reviewed	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (Diglyceride kinase gamma) (DGK-gamma)	Homo sapiens (Human)	791	DGKG	DAGK3
Q13144	EI2BE_HUMAN	reviewed	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)	Homo sapiens (Human)	721	EIF2B5	EIF2BE
Q9BXC0	HCAR1_HUMAN	reviewed	Hydroxycarboxylic acid receptor 1 (G-protein coupled receptor 104) (G-protein coupled receptor 81)	Homo sapiens (Human)	346	HCAR1	GPR104;GPR81;HCA1;FKSG80
Q9UBI9	HDC_HUMAN	reviewed	Headcase protein homolog (hHDC)	Homo sapiens (Human)	543	HECA	HDC
Q96GY3	LIN37_HUMAN	reviewed	Protein lin-37 homolog (Antolefinin)	Homo sapiens (Human)	246	LIN37	MSTP064
A6NFX1	MFS2B_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 2B (hMfsd2b)	Homo sapiens (Human)	504	MFSD2B	NA
Q8NBP5	MFSD9_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 9	Homo sapiens (Human)	474	MFSD9	PSEC0066
Q8TDS4	HCAR2_HUMAN	reviewed	Hydroxycarboxylic acid receptor 2 (G-protein coupled receptor 109A) (G-protein coupled receptor HM74A) (Niacin receptor 1) (Nicotinic acid receptor)	Homo sapiens (Human)	363	HCAR2	GPR109A;HCA2;HM74A;NIACR1
Q7Z353	HDX_HUMAN	reviewed	Highly divergent homeobox	Homo sapiens (Human)	690	HDX	CXorf43
A0AVF1	IFT56_HUMAN	reviewed	Intraflagellar transport protein 56 (Tetratricopeptide repeat protein 26) (TPR repeat protein 26)	Homo sapiens (Human)	554	TTC26	IFT56
Q9BTE3	MCMBP_HUMAN	reviewed	Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein)	Homo sapiens (Human)	642	MCMBP	C10orf119
Q15040	JOS1_HUMAN	reviewed	Josephin-1 (EC 3.4.19.12) (Josephin domain-containing protein 1)	Homo sapiens (Human)	202	JOSD1	JSPH1;KIAA0063
O95976	IGSF6_HUMAN	reviewed	Immunoglobulin superfamily member 6 (IgSF6) (Protein DORA)	Homo sapiens (Human)	241	IGSF6	DORA
A9UHW6	MI4GD_HUMAN	reviewed	MIF4G domain-containing protein (SLBP-interacting protein 1) (hSLIP1)	Homo sapiens (Human)	222	MIF4GD	SLIP1
P60008	HILS1_HUMAN	reviewed	Spermatid-specific linker histone H1-like protein	Homo sapiens (Human)	231	HILS1	NA
A6NCN2	KR87P_HUMAN	reviewed	Putative keratin-87 protein (Keratin, hair, basic pseudogene 4) (Keratin-121 pseudogene)	Homo sapiens (Human)	255	KRT87P	KRT121P;KRTHBP4
Q9BYR8	KRA31_HUMAN	reviewed	Keratin-associated protein 3-1 (High sulfur keratin-associated protein 3.1) (Keratin-associated protein 3.1)	Homo sapiens (Human)	98	KRTAP3-1	KAP3.1;KRTAP3.1
Q52LG2	KR132_HUMAN	reviewed	Keratin-associated protein 13-2	Homo sapiens (Human)	175	KRTAP13-2	KAP13.2
Q8N386	LRC25_HUMAN	reviewed	Leucine-rich repeat-containing protein 25 (Monocyte and plasmacytoid-activated protein)	Homo sapiens (Human)	305	LRRC25	MAPA;UNQ6169/PRO20174
Q14103	HNRPD_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	Homo sapiens (Human)	355	HNRNPD	AUF1;HNRPD
Q8N6Y2	LRC17_HUMAN	reviewed	Leucine-rich repeat-containing protein 17 (p37NB)	Homo sapiens (Human)	441	LRRC17	P37NB;UNQ3076/PRO9909
Q16778	H2B2E_HUMAN	reviewed	Histone H2B type 2-E (Histone H2B-GL105) (Histone H2B.q) (H2B/q)	Homo sapiens (Human)	126	HIST2H2BE	H2BFQ
Q96JQ5	M4A4A_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1)	Homo sapiens (Human)	239	MS4A4A	4SPAN1;CD20L1;MS4A4;HDCME31P
Q99683	M3K5_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	Homo sapiens (Human)	1374	MAP3K5	ASK1;MAPKKK5;MEKK5
Q13233	M3K1_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1)	Homo sapiens (Human)	1512	MAP3K1	MAPKKK1;MEKK;MEKK1
P78411	IRX5_HUMAN	reviewed	Iroquois-class homeodomain protein IRX-5 (Homeodomain protein IRX-2A) (Homeodomain protein IRXB2) (Iroquois homeobox protein 5)	Homo sapiens (Human)	483	IRX5	IRX2A;IRXB2
Q9HBK9	AS3MT_HUMAN	reviewed	Arsenite methyltransferase (EC 2.1.1.137) (Methylarsonite methyltransferase) (S-adenosyl-L-methionine:arsenic(III) methyltransferase)	Homo sapiens (Human)	375	AS3MT	CYT19
Q9NY37	ASIC5_HUMAN	reviewed	Acid-sensing ion channel 5 (ASIC5) (Amiloride-sensitive cation channel 5) (Human intestine Na(+) channel) (HINaC)	Homo sapiens (Human)	505	ASIC5	ACCN5;HINAC
A1A5D9	BICL2_HUMAN	reviewed	BICD family-like cargo adapter 2 (Bicaudal D-related protein 2) (BICD-related protein 2) (BICDR-2) (Coiled-coil domain-containing protein 64B)	Homo sapiens (Human)	508	BICDL2	BICDR2;CCDC64B
P63261	ACTG_HUMAN	reviewed	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Homo sapiens (Human)	375	ACTG1	ACTG
Q5VTE6	ANGE2_HUMAN	reviewed	Protein angel homolog 2	Homo sapiens (Human)	544	ANGEL2	KIAA0759L
O95841	ANGL1_HUMAN	reviewed	Angiopoietin-related protein 1 (Angiopoietin-3) (ANG-3) (Angiopoietin-like protein 1)	Homo sapiens (Human)	491	ANGPTL1	ANG3;ANGPT3;ARP1;PSEC0154;UNQ162/PRO188
Q8TDG2	ACTT1_HUMAN	reviewed	Actin-related protein T1 (ARP-T1)	Homo sapiens (Human)	376	ACTRT1	ARPT1;HSD27
Q15389	ANGP1_HUMAN	reviewed	Angiopoietin-1 (ANG-1)	Homo sapiens (Human)	498	ANGPT1	KIAA0003
Q92527	ANKR7_HUMAN	reviewed	Ankyrin repeat domain-containing protein 7 (Testis-specific protein TSA806)	Homo sapiens (Human)	254	ANKRD7	NA
P14621	ACYP2_HUMAN	reviewed	Acylphosphatase-2 (EC 3.6.1.7) (Acylphosphatase, muscle type isozyme) (Acylphosphate phosphohydrolase 2)	Homo sapiens (Human)	99	ACYP2	ACYP
Q13541	4EBP1_HUMAN	reviewed	Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I)	Homo sapiens (Human)	118	EIF4EBP1	NA
Q9NRW3	ABC3C_HUMAN	reviewed	DNA dC->dU-editing enzyme APOBEC-3C (A3C) (EC 3.5.4.38) (APOBEC1-like) (Phorbolin I)	Homo sapiens (Human)	190	APOBEC3C	APOBEC1L;PBI
Q9HC16	ABC3G_HUMAN	reviewed	DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (APOBEC-related cytidine deaminase) (APOBEC-related protein) (ARCD) (APOBEC-related protein 9) (ARP-9) (CEM-15) (CEM15) (Deoxycytidine deaminase) (A3G)	Homo sapiens (Human)	384	APOBEC3G	MDS019
P78363	ABCA4_HUMAN	reviewed	Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM protein) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein)	Homo sapiens (Human)	2273	ABCA4	ABCR
Q75V66	ANO5_HUMAN	reviewed	Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E)	Homo sapiens (Human)	913	ANO5	GDD1;TMEM16E
Q96J66	ABCCB_HUMAN	reviewed	ATP-binding cassette sub-family C member 11 (Multidrug resistance-associated protein 8)	Homo sapiens (Human)	1382	ABCC11	MRP8
